ID	Date	Headline	sentiment
BN/CINEMA/1339	April 27, 2025 1:15 pm 	শিবস্তুতির সুর ‘চুরি’ রহমানের! ২ কোটি টাকা জরিমানা করল হাই কোর্ট	Negative
BN/WORLD/1370	April 16, 2025 10:38 am 	শুল্কযুদ্ধের ভারতকে পাশে পেতে মরিয়া চিন! ৮৫ হাজারেরও বেশি ভারতীয় ‘বন্ধু’কে ভিসা	Neutral
BN/KOLKATA/1052	May 21, 2025 11:42 pm 	নেপথ্যে গুপ্তচরবৃত্তি? রাতের কলকাতার আকাশে ড্রোন ঘিরে রহস্যের জট	Negative
BN/CINEMA/1057	May 22, 2025 7:00 pm 	‘বাবা, আমি আর…’, মা হওয়ার পরই বড় সিদ্ধান্ত সুনীলকন্যা আথিয়ার	Neutral
BN/WORLD/1083	May 18, 2025 5:28 pm 	১১ বছরের ছাত্রকে দিয়ে গোপনাঙ্গে আদর, দেখাতেন নিজের নগ্ন ছবি! শ্রীঘরে ২৭-এর শিক্ষিকা	Negative
BN/WORLD/1036	May 23, 2025 8:19 pm 	‘বেআইনি পদক্ষেপ’, হার্ভার্ডে বিদেশিদের ভর্তি বন্ধ করতেই ট্রাম্পের বিরুদ্ধে আদালতে বিশ্ববিদ্যালয়	Negative
BN/CINEMA/1065	May 22, 2025 11:07 am 	কান-এর মঞ্চে অপারেশন সিঁদুরকে সম্মান ঐশ্বর্যর! বচ্চনবধূর লুকে কৌতূহল নেটপাড়ার	Positive
BN/INDIA/1445	May 13, 2025 2:57 pm 	‘আইনজীবী চিরকাল…’, অবসরের দিন উত্তরসূরির প্রশংসায় সুপ্রিম কোর্টের প্রধান বিচারপতি সঞ্জীব খান্না	Positive
BN/BENGAL/1293	May 15, 2025 11:24 am 	আগামী ৪৮ ঘণ্টায় কালবৈশাখীর দাপট, লন্ডভন্ড হবে দক্ষিণের পাঁচ জেলা	Negative
BN/CRICKET/1291	May 7, 2025 7:12 pm 	চেন্নাইয়ের বিরুদ্ধে ২৪ কোটির ভেঙ্কটেশকে বাদ দিল নাইটরা! ধোনির জন্য চেনা শব্দব্রহ্ম ইডেনে	Negative
BN/CINEMA/1002	May 27, 2025 9:20 pm 	‘আইনভঙ্গ করিনি…’, হেলমেট ছাড়া বাইক চালিয়ে বিতর্কে জড়াতেই সাফাই সোনুর	Negative
BN/CINEMA/1217	May 8, 2025 7:00 pm 	দেশে যুদ্ধের জিগির, অপারেশন সিঁদুরের মাঝে বড় সিদ্ধান্ত অরিজিৎ সিংয়ের	Negative
BN/BENGAL/1318	May 14, 2025 2:25 pm 	কলকাতায় ছিল চাকরির ইন্টারভিউ, ন’দিন পর উত্তরাখণ্ডের বনে মিলল দুর্গাপুরের যুবকের ঝুলন্ত দেহ	Negative
BN/BENGAL/1504	May 5, 2025 5:32 pm 	পানিহাটি-খড়দহে ডায়রিয়ার প্রকোপ, অসুস্থ ৬০, পানীয় জল নিয়ে প্রশ্নের মুখে পুরসভা	Negative
BN/CRICKET/1071	May 22, 2025 7:39 pm 	জাতীয় কর্তব্য পালনে আইপিএল ছাড়ছেন বেথেল, বদলি ঘোষণা আরসিবি’র	Neutral
BN/INDIA/1203	May 21, 2025 12:28 pm 	খুনের হাফ সেঞ্চুরি, কুমিরকে খাওয়াত দেহ! গ্রেপ্তার রাজস্থানের সিরিয়াল কিলার ‘ডক্টর ডেথ’	Negative
BN/CRICKET/1172	May 15, 2025 3:06 pm 	সামনে কড়া চ্যালেঞ্জ, ইংল্যান্ড সফরের আগে সিদ্ধিবিনায়ক মন্দিরে গম্ভীর	Neutral
BN/BENGAL/1383	May 11, 2025 4:10 pm 	‘প্রাণ দিয়ে দেশের সম্মান রক্ষা করব’, অশান্তির আবহে মাদার্স ডে-তে ভারতমাতার পুজোয় অগ্নিমিত্রা	Positive
BN/KOLKATA/1150	May 13, 2025 11:40 pm 	কীভাবে মৃত্যু দিলীপের সৎছেলে সৃঞ্জয়ের? জানা গেল ময়নাতদন্তের প্রাথমিক রিপোর্টে	Negative
BN/CINEMA/1211	May 9, 2025 3:51 pm 	‘মাতৃভূমি আগে, সিনেশিল্প অপেক্ষা করুক’, ভারত-পাক যুদ্ধ জিগিরে ফিল্ম ইন্ডাস্ট্রিকে বার্তা কমল হাসানের	Negative
BN/CRICKET/1179	May 15, 2025 10:44 am 	বিসিসিআইয়ের চাপ, আইপিএল নিয়ে সুর নরম দক্ষিণ আফ্রিকার, ফিরতে পারেন রাবাডারা	Neutral
BN/CRICKET/1428	April 26, 2025 9:14 pm 	দুই পাঞ্জাব ওপেনারের তাণ্ডব, ইডেনে কেকেআরের বিরুদ্ধে ২০০ পার শ্রেয়সদের	Positive
BN/KOLKATA/1402	April 23, 2025 1:44 pm 	পহেলগাঁও হামলার প্রতিবাদ, রাজ্যজুড়ে মোমবাতি মিছিলের ডাক তৃণমূল যুব কংগ্রসের	Negative
BN/BENGAL/1562	May 3, 2025 1:23 pm 	‘পরিজনদের ফাঁসিয়ে চমকানোর চেষ্টা’, জামাইকে CID তলবে হুঙ্কার অর্জুনের	Negative
BN/SPORTS_OTHERS/1054	March 18, 2025 3:52 pm 	ক্রীড়াক্ষেত্রে বাড়তি বরাদ্দ খরচ হচ্ছে কোন খাতে? সংসদে প্রশ্ন দেবের	Neutral
BN/INDIA/1488	May 12, 2025 1:47 pm 	দুপুরে নয়, পিছিয়ে গেল ভারত-পাক ডিজিএমও বৈঠকের সময়! কারণ নিয়ে ধোঁয়াশা	Negative
BN/SPORTS_OTHERS/1097	January 29, 2025 12:58 pm 	‘ভারতের খেলাধুলোকে অন্য উচ্চতায় নিয়ে যাবে’, ২০৩৬ অলিম্পিক আয়োজনে ফের বার্তা মোদির	Positive
BN/CRICKET/1255	May 10, 2025 11:36 am 	ভারতীয় সেনার প্রতি অগাধ ভরসা, হিমাচলের পাহাড়ি নদীর সৌন্দর্য উপভোগ করে বুঝিয়ে দিলেন রাহুলরা	Positive
BN/CRICKET/1151	May 16, 2025 8:13 pm 	ছাড়পত্র পেলেও বিতর্কে মুস্তাফিজুর, ৬ কোটিতে মাত্র ২ ম্যাচের জন্য পেসারকে পাবে দল	Negative
BN/WORLD/1295	April 26, 2025 8:45 pm 	‘বোমা ফেলতে চান? পাকিস্তানের অবস্থা আরও খারাপ’, যুদ্ধের আবহে নিজের দেশ নিয়ে তীব্র কটাক্ষ পাক নেটিজেনদের 	Negative
BN/SPORTS_OTHERS/1041	March 30, 2025 2:05 pm 	‘এবার প্রশাসনে আসতে চাই’, টেবিল টেনিসকে বিদায় জানিয়ে ভবিষ্যৎ পরিকল্পনা শরথ কমলের	Neutral
BN/CINEMA/1411	April 19, 2025 1:42 pm 	লিমকা বুক অফ রেকর্ডসে ‘অতি উত্তম’! ‘কোনওদিন কল্পনাও করিনি…’ উচ্ছ্বসিত সৃজিত	Positive
BN/BENGAL/1008	May 25, 2025 5:36 pm 	বাড়ছে সংক্রমণ! গত ২৪ ঘণ্টায় বঙ্গে নতুন করে কোভিড আক্রান্ত চার	Negative
BN/KOLKATA/1148	May 14, 2025 11:24 am 	লাগাতার অত্যাচার চালাতেন প্রেমিকা! সৃঞ্জয়ের মৃত্যুতে বিস্ফোরক দিলীপজায়ার বান্ধবী, মুখ খুললেন কুণালও	Negative
BN/KOLKATA/1353	April 26, 2025 6:33 pm 	পাক সেনার হাতে ‘আটক’ জওয়ানকে দ্রুত উদ্ধারের দাবি, মমতা-বোসকে চিঠি প্রদেশ কংগ্রেস সভাপতির	Negative
BN/SPORTS_OTHERS/1151	December 1, 2024 9:12 pm 	২ বছর পর কাটল ট্রফির খরা, সৈয়দ মোদিতে চ্যাম্পিয়ন সিন্ধু	Positive
BN/SPORTS_OTHERS/1034	April 7, 2025 4:21 pm 	সুযোগ পাননি প্যারিস অলিম্পিকে, শুটিং বিশ্বকাপে সোনা জয় ভারতের রুদ্রাংশের	Positive
BN/BENGAL/1578	May 2, 2025 10:27 pm 	মেদিনীপুরের পুনরাবৃত্তি সাগর দত্ত মেডিক্যালে! ইঞ্জেকশনে মৃত প্রসূতি, অসুস্থ ১০	Negative
BN/INDIA/1014	May 26, 2025 4:36 pm 	আর্থিকভাবে পাকিস্তানের কোমর ভাঙার রণকৌশল! জুনেই ভারত সফরে ৫ দেশের বিদেশমন্ত্রী	Negative
BN/CRICKET/1251	May 10, 2025 6:31 pm 	‘পরিস্থিতি ভয়াবহ ছিল’, বাংলাদেশ ফিরে রিশাদ জানালেন বিদেশি ক্রিকেটারের কান্নার কথা	Negative
BN/FOOTBALL/1406	January 23, 2025 6:09 pm 	কর্তাদের পদত্যাগ চাই, ডামাডোলের মধ্যেই ক্লাবে বিক্ষোভ মহামেডান সমর্থকদের	Negative
BN/INDIA/1167	May 21, 2025 9:15 pm 	জুনেই প্রাণপ্রতিষ্ঠা অযোধ্যার রাম দরবারের, আমন্ত্রণ পাচ্ছেন না নেতা-মন্ত্রীরা!	Negative
BN/WORLD/1205	May 6, 2025 9:36 pm 	বাতাসে যুদ্ধের গন্ধ! ভারতে মক ড্রিল, পাকিস্তানে আইএসআই দপ্তরে শাহবাজ শরিফ	Negative
BN/FOOTBALL/1215	March 30, 2025 9:33 pm 	এজে-জাভির জোড়া ফলায় বিদ্ধ নর্থইস্ট, সেমিফাইনালে মোহনবাগানের সামনে জামশেদপুর	Neutral
BN/CRICKET/1057	May 23, 2025 6:34 pm 	বৈভবই ভাঙবে শচীনের রেকর্ড! শিষ্যের টিম ইন্ডিয়ায় অভিষেক নিয়ে বড় ভবিষ্যদ্বাণী কোচের	Positive
BN/INDIA/1450	May 13, 2025 2:19 pm 	পুঞ্চে পাক গোলায় ধ্বংস পরিবার! একসঙ্গে মৃত্যু যমজ ভাইবোন আয়ান-জোয়ার	Negative
BN/CRICKET/1089	May 21, 2025 10:43 am 	শুটিংয়ে জাতীয় রেকর্ড গড়ে জুনিয়র বিশ্বকাপে রুপো আদ্রিয়ানের, অলিম্পিকে চোখ জয়দীপপুত্রের	Positive
BN/BENGAL/1282	May 16, 2025 8:43 am 	এভারেস্ট জয়ের পরই মৃত্যু! প্রাণ গেল রানাঘাটের সুব্রতর	Negative
BN/FOOTBALL/1010	May 25, 2025 12:44 pm 	পিছিয়ে গেল মোহনবাগান নির্বাচনের মনোনয়নের দিন ঘোষণা, সময় চাইছে নির্বাচনী বোর্ড	Neutral
BN/INDIA/1271	May 18, 2025 7:48 pm 	‘আমার চেয়ে স্পষ্টবাদী, সুদর্শন কাউকে পায়নি’, রসিকতায় পাকিস্তানের কটূক্তির জবাব ওয়েইসির	Negative
BN/CRICKET/1367	May 2, 2025 3:39 pm 	‘এখনও আগুনটা মরেনি…’, নাইট জার্সির ফর্ম সম্বল করেই জাতীয় দলে ফিরতে মরিয়া রাহানে	Positive
BN/CINEMA/1368	April 24, 2025 1:26 pm 	‘পহেলগাঁও হামলায় শোকাহত’, ভারতে বয়কটের রব উঠতেই ‘ড্যামেজ কন্ট্রোল’ পাকনায়ক ফাওয়াদ খানের	Negative
BN/INDIA/1411	May 14, 2025 1:40 pm 	‘স্বামীর পরকীয়া নিষ্ঠুরতা নয়, যদি না নির্যাতিতা হন স্ত্রী’, মন্তব্য হাই কোর্টের	Negative
BN/INDIA/1257	May 19, 2025 2:15 pm 	‘কুমিরের কান্না বন্ধ করুন’, কর্নেল কুরেশি মামলায় বিজেপি মন্ত্রীর বিরুদ্ধে তদন্তের নির্দেশ সুপ্রিম কোর্টের	Negative
BN/FOOTBALL/1048	May 14, 2025 2:55 pm 	আন্সেলোত্তিকে কোচ না করে উপায় ছিল না ব্রাজিলের, বলছেন ব্যারেটো	Neutral
BN/BENGAL/1322	May 14, 2025 12:19 pm 	পথকুকুরকে মারার প্রতিবাদ, বিষ্ণুপুরে প্রতিবেশী দুই ভাইয়ের হাতে ‘খুন’ প্রৌঢ়	Negative
BN/CRICKET/1206	May 13, 2025 2:22 pm 	ইয়ে দোস্তি… রোহিতের সঙ্গেই টেস্ট অবসরের ইচ্ছা ছিল কোহলির! বাদ সাধল অপারেশন সিঁদুর?	Negative
BN/INDIA/1111	May 23, 2025 4:32 pm 	গাছের নিচে ঘুমন্ত ব্যক্তির উপর ট্রাক বোঝাই কাদামাটি ফেলল পুরসভা! মর্মান্তিক মৃত্যু যোগীরাজ্যে	Negative
BN/WORLD/1064	May 21, 2025 10:19 am 	‘প্যালেস্তিনীয়দের খুন করছে মাইক্রোসফট!’, সত্য নাদেলার ভাষণের মাঝে চিৎকার সংস্থারই কর্মীর	Negative
BN/INDIA/1219	May 20, 2025 3:49 pm 	বাড়ল আইবি প্রধানের কার্যকালের মেয়াদ, অপারেশন সিঁদুরের আবহে সিদ্ধান্ত স্বরাষ্ট্রমন্ত্রকের	Neutral
BN/CRICKET/1377	May 1, 2025 5:39 pm 	‘তুমিই আলো দেখাও, তোমায় ভালোবাসি…’, জন্মদিনে অনুষ্কাকে আদরে ভরালেন কোহলি	Positive
BN/WORLD/1282	April 28, 2025 5:09 pm 	ইয়েমেনে রণদুন্দুভি! এবার শরণার্থী শিবিরে অগ্নিবর্ষণ আমেরিকার, প্রাণ গেল ৬৮ জনের	Negative
BN/INDIA/1173	May 21, 2025 7:06 pm 	গণধর্ষণের পর মহিলার মুখে প্রস্রাব বিজেপি বিধায়কের! ‘বিষাক্ত’ ইঞ্জেকশন প্রয়োগ, দায়ের FIR	Negative
BN/INDIA/1138	May 22, 2025 7:04 pm 	‘পাকিস্তানকে বলুন…’, ইসলামাবাদের ‘বন্ধু’ তুরস্ককে কড়া বার্তা ভারতের	Negative
BN/BENGAL/1145	May 21, 2025 1:22 pm 	চাই বিশেষ প্রস্তুতি, এখন থেকেই বর্ষায় দুর্যোগ মোকাবিলায় তৈরি থাকার নির্দেশ মমতার	Neutral
BN/KOLKATA/1437	April 21, 2025 5:57 pm 	রেশন দুর্নীতি মামলায় এবার জ্যোতিপ্রিয়র হাতের লেখা পরীক্ষা, ইডিকে অনুমতি দিল আদালত	Negative
BN/WORLD/1115	May 15, 2025 7:55 pm 	ট্রাম্পের দেওয়া বাণিজ্য-প্রস্তাবেই ভারত-পাকিস্তান সংঘর্ষবিরতি! ফের দাবি মার্কিন প্রেসিডেন্টের	Neutral
BN/CRICKET/1186	May 14, 2025 5:39 pm 	আইপিএলে প্রথম বাংলাদেশি, দিল্লি ক্যাপিটালসে খেলবেন তারকা পেসার	Positive
BN/SPORTS_OTHERS/1325	August 15, 2024 7:02 pm 	অলিম্পিকে পদকজয়ের পুরস্কার, চাকরিতে পদোন্নতি কুস্তিগির আমনের	Positive
BN/INDIA/1409	May 14, 2025 2:44 pm 	২০২৭ সালে প্রথম প্রধান মহিলা বিচারপতি পাবে দেশ, তবে মাত্র ৩৬ দিনের জন্য!	Neutral
BN/CRICKET/1382	May 1, 2025 11:53 am 	ইংল্যান্ড সফরের জন্য নির্বাচকদের নজরে ৩৫ ক্রিকেটার, দলে একাধিক চমকের সম্ভাবনা	Neutral
BN/WORLD/1327	April 22, 2025 11:39 am 	২০০ কোটির অনুদান বন্ধ, সরকারি দমনপীড়ন! ট্রাম্প প্রশাসনের বিরুদ্ধে মামলা হার্ভার্ডের	Negative
BN/SPORTS_OTHERS/1058	March 11, 2025 11:57 am 	কুস্তি সংস্থার নিষেধাজ্ঞা তুলল কেন্দ্র, যৌন হেনস্তায় অভিযুক্ত ব্রিজভূষণ ঘনিষ্ঠের হাতেই ক্ষমতা!	Negative
BN/WORLD/1311	April 25, 2025 11:41 am 	‘আদর্শ না মেনে কাশ্মীরে সন্ত্রাস ছড়াচ্ছেন’, সিন্ধু চুক্তি বাতিলের নোটিসে পাকিস্তানকে তুলোধোনা ভারতের	Negative
BN/FOOTBALL/1367	February 5, 2025 9:27 pm 	পাঞ্জাবকে হেলায় হারিয়ে প্রথম দল হিসেবে আইএসএলের সুপার সিক্সে মোহনবাগান	Positive
BN/INDIA/1316	May 17, 2025 3:25 pm 	‘নিরাপত্তাহীনতায় ভুগছে কংগ্রেস’, শশীকে গুরুদায়িত্ব দিয়ে রাহুলকে নিশানা বিজেপির	Negative
BN/INDIA/1427	May 13, 2025 9:26 pm 	‘করোনা কিংবা যুদ্ধ, প্রধানমন্ত্রী মানুষের কথা বলেন’, ভারত-পাক সংঘাতের আবহে মোদির প্রশংসায় থারুর	Positive
BN/FOOTBALL/1167	April 11, 2025 7:03 pm 	এবার আই লিগে ডায়মন্ড হারবার এফসি, ‘তিন বছরেই এই উত্থান অনুপ্রেরণার’, বললেন গর্বিত অভিষেক 	Positive
BN/WORLD/1358	April 17, 2025 2:20 pm 	নেই কোনও ভারতীয়, টাইম ম্যাগাজিনের প্রভাবশালী তালিকায় ট্রাম্প-মাস্কের সঙ্গেই নাম ইউনুসের	Neutral
BN/FOOTBALL/1433	January 17, 2025 6:34 pm 	সপ্তাহে আয় ৫ কোটির বেশি! হালান্ডের সঙ্গে সাড়ে ৯ বছরের ঐতিহাসিক চুক্তি ম্যাঞ্চেস্টার সিটির	Positive
BN/INDIA/1157	May 22, 2025 1:22 pm 	‘বোমা মেরে উড়িয়ে দেওয়া হবে’, হুমকি ইমেল ঘিরে আতঙ্ক পাঞ্জাব এবং হরিয়ানা হাই কোর্টে	Negative
BN/SPORTS_OTHERS/1319	August 16, 2024 4:37 pm 	‘ফোন কেড়ে নিয়েছিলেন প্রকাশ স্যর…’ প্রধানমন্ত্রীর কাছে স্বীকারোক্তি লক্ষ্য সেনের	Negative
BN/CRICKET/1139	May 17, 2025 8:24 pm 	অনুশীলন চলাকালীন চড়া সুরে মিউজিক, ডিজে’কে ধমক দিলেন বিরক্ত বিরাট	Negative
BN/CINEMA/1031	May 25, 2025 1:41 pm 	‘আদৌ কিছু জানেন?’ আম্বেদকরের সমাজনীতির প্রশংসা করেও কটাক্ষের মুখে জাহ্নবী	Negative
BN/SPORTS_OTHERS/1119	January 14, 2025 5:59 pm 	নিম্নমানের পদক নিয়ে অভিযোগ অ্যাথলিটদের, লজ্জা ঢাকতে বড় সিদ্ধান্ত অলিম্পিক কমিটির	Negative
BN/SPORTS_OTHERS/1072	February 18, 2025 9:21 am 	ক্ষোভ সত্ত্বেও IOA থেকে ইস্তফা দিচ্ছেন না মেরি, মুখ খুললেন ‘ভুল বোঝাবুঝি’ নিয়ে	Negative
BN/SPORTS_OTHERS/1192	October 14, 2024 12:41 pm 	বদলাল না পদকের রং, এশিয়ান টেবল টেনিসে ব্রোঞ্জ জিতেই ইতিহাস ঐহিকা-সুতীর্থাদের	Positive
BN/KOLKATA/1433	April 21, 2025 6:53 pm 	আরও বাড়ল দায়িত্ব, কেন্দ্রীয় কমিটির পর সিপিএমের রাজ্য সম্পাদক মণ্ডলীতেও মীনাক্ষী 	Neutral
BN/INDIA/1418	May 14, 2025 10:52 am 	একরাতে ধ্বংস পাকিস্তানের ২০ শতাংশ বায়ুসেনা ঘাঁটি, বুক ফাটলেও মুখে কুলুপ পাকিস্তানের	Negative
BN/KOLKATA/1256	May 4, 2025 2:17 pm 	‘পাহাড়ের নিচে সেনা ছিল, গুলির শব্দ পেয়েও আসেনি’, পহেলগাঁও হামলা নিয়ে বিস্ফোরক নিহতের স্ত্রী	Negative
BN/BENGAL/1295	May 15, 2025 10:34 am 	সিউড়ির পরিত্যক্ত বাড়িতে মজুত বোমা? বিস্ফোরণে তালগাছের মাথায় ঘরের চাল, আটক ২	Negative
BN/CRICKET/1181	May 14, 2025 8:00 pm 	আইপিএলের দ্বিতীয় পর্ব জাঁকজমকহীন! গাভাসকরের অনুরোধ রাখার পথে বোর্ড	Negative
BN/WORLD/1330	April 21, 2025 4:54 pm 	সাধারণের মতো বিদায় চেয়ে বদলেছিলেন শেষকৃত্যের নিয়ম, কোন রীতিতে সমাধিস্থ হবেন পোপ?	Neutral
BN/CRICKET/1045	May 24, 2025 2:47 pm 	শাস্তির খাঁড়া বেঙ্গালুরু-হায়দরাবাদের সব ক্রিকেটারের উপর, কোন অপরাধে?	Negative
BN/FOOTBALL/1278	March 8, 2025 3:42 pm 	শুল্কযুদ্ধের মাঝেই ফুটবল বিশ্বকাপ, কানাডা-মেক্সিকোর সঙ্গে দ্বৈরথ ঘিরে ‘খেলা হবে’ মেজাজে ট্রাম্প	Neutral
BN/FOOTBALL/1336	February 17, 2025 2:34 pm 	রাজদীপের পাঁচ তারা পারফরম্যান্স, এবার AIFF জুনিয়র লিগে ১০ গোল মোহনবাগানের	Positive
BN/CINEMA/1308	April 29, 2025 7:48 pm 	‘সন্ত্রাসের কোনও জাত-ধর্ম হয় না’, পহেলগাঁও কাণ্ডে ‘বদলার আগুনে’ জ্বলছেন ইমরান হাসমি	Negative
BN/WORLD/1027	May 24, 2025 1:41 pm 	ইউরোপীয় ইউনিয়নকে ৫০ শতাংশ শুল্কের হুমকি ট্রাম্পের! ‘হুমকি নয় সম্মান’, বলছে EEU	Negative
BN/WORLD/1252	April 30, 2025 9:04 pm 	পহেলগাঁও আবহে পাকিস্তান নিয়ে কনফারেন্স হার্ভার্ডে, মার্কিন বিদেশ সচিবকে প্রতিবাদী চিঠি ক্ষুব্ধ ভারতীয় পড়ুয়াদের	Negative
BN/WORLD/1139	May 13, 2025 9:07 am 	আমেরিকার পথেই ব্রিটেন, পার্লামেন্টে কড়া অভিবাসন নীতি ঘোষণা প্রধানমন্ত্রী স্টারমারের	Negative
BN/CINEMA/1076	May 21, 2025 5:03 pm 	ইনস্টাগ্রামে একে অপরকে আনফলো, যশ-নুসরতের সম্পর্কে ভাঙন?	Negative
BN/CINEMA/1164	May 13, 2025 2:07 pm 	ধর্মের দেওয়াল গুঁড়িয়ে দিয়েছিলেন শিবভক্ত ইরফান, উপনিষদও পড়তেন রামকৃষ্ণপ্রেমী অভিনেতা	Neutral
BN/FOOTBALL/1369	February 5, 2025 4:13 pm 	অবেশেষে কাটছে জট! বাঙ্কারহিল ও শ্রাচী স্পোর্টসকে শেয়ার বণ্টন প্রক্রিয়া শুরু মহামেডানে	Positive
BN/CRICKET/1126	May 18, 2025 5:18 pm 	দেদার বাজছে ডিজে, চলছে চিয়ারলিডারদের নাচ, গাভাসকরের অনুরোধকে পাত্তাই দিল না বোর্ড	Negative
BN/CRICKET/1262	May 9, 2025 5:10 pm 	ইডেনের পর দিল্লির অরুণ জেটলি স্টেডিয়াম উড়িয়ে দেওয়ার হুমকি, মেলে পেতেই শুরু তদন্ত	Negative
BN/WORLD/1031	May 24, 2025 9:09 am 	জগৎজুড়ে সন্ত্রাসী পাকিস্তানকে চেনাচ্ছে ভারত! রাশিয়া-জাপানে সোচ্চার দিল্লির দূতেরা	Negative
BN/CINEMA/1085	May 20, 2025 2:39 pm 	কলেজ ছাত্রীকে বাড়িতে আটকে রেখে দিনের পর দিন যৌন হেনস্তা! গ্রেপ্তার বাংলাদেশি গায়ক নোবেল	Negative
BN/CRICKET/1273	May 8, 2025 9:49 pm 	পাক হামলার জেরে নিভল স্টেডিয়ামের আলো, মাঝপথেই বাতিল দিল্লি-পাঞ্জাব ম্যাচ	Negative
BN/CINEMA/1334	April 27, 2025 5:45 pm 	‘কে কী বলছে, তাতে কিছু যায় আসে না’, আচমকা কেন এমন পোস্ট নুসরতের?	Negative
BN/SPORTS_OTHERS/1302	August 21, 2024 5:48 pm 	অলিম্পিকের সাফল্যে তুঙ্গে জনপ্রিয়তা, ৩ গুণ বাড়ল ভিনেশের বিজ্ঞাপনী আয়	Positive
BN/BENGAL/1172	May 20, 2025 1:56 pm 	সুপ্রিম নির্দেশের পর তৎপর আসানসোল পুরসভা, এলাকা দখলমুক্ত করতে পথে মেয়র	Positive
BN/FOOTBALL/1294	March 2, 2025 9:27 pm 	দিমিত্রির মাথা গরমের লাল কার্ডে ছন্দপতন, প্লে অফের স্বপ্ন শেষ ইস্টবেঙ্গলের	Negative
BN/INDIA/1362	May 15, 2025 7:56 pm 	‘আসুন, কাশ্মীর আপনাদেরই অপেক্ষায়’, তেরঙ্গা যাত্রায় পা মিলিয়ে আবেদন টাট্টু ঘোড়াচালকদের	Positive
BN/CINEMA/1386	April 21, 2025 9:15 pm 	সইফকাণ্ডের পর বান্দ্রা কি নিরাপদ নয়? শাহরুখের পর বাংলো ছাড়ছেন আমির খানও	Negative
BN/BENGAL/1141	May 21, 2025 5:26 pm 	পাহাড়ে নাশকতার ছক? কালিম্পংয়ে গ্রেপ্তার অনুপ্রবেশকারী বাংলাদেশি	Negative
BN/WORLD/1028	May 24, 2025 1:27 pm 	নামী তথ্যপ্রযুক্তি সংস্থাগুলোতে বিরাট সংখ্যায় কর্মী ছাঁটাই, নিজেদের তৈরি এআই কোডই কাড়ল কাজ!	Negative
BN/WORLD/1180	May 9, 2025 3:24 am 	ভারত-পাক সংঘাতের আবহেই স্বাধীন হল বালোচিস্তান! বিখ্যাত সাহিত্যিকের দাবিতে জোর চর্চা	Negative
BN/SPORTS_OTHERS/1052	March 21, 2025 9:16 am 	২০২৮ অলিম্পিকে ‘কামব্যাক’ বক্সিংয়ের, নিখাত-লভলিনাদের পদকের অপেক্ষায় দেশবাসী	Positive
BN/WORLD/1184	May 8, 2025 3:07 pm 	অপারেশন সিঁদুরে বড়সড় সাফল্য, মৃত্যু কান্দাহার বিমান অপহরণের মূলচক্রী রউফ আজহারের	Positive
BN/FOOTBALL/1244	March 21, 2025 2:12 pm 	কলম্বিয়াকে হারিয়ে পয়েন্ট টেবিলে বিরাট লাফ ব্রাজিলের, দলে ৭ বদলি নিয়ে শুরু বিতর্ক	Positive
BN/KOLKATA/1421	April 22, 2025 2:01 pm 	আলিপুর থেকে রাজ্যপালকে বাইপাসের ধারের হাসপাতালে স্থানান্তর, এখন কেমন আছেন আনন্দ বোস?	Neutral
BN/SPORTS_OTHERS/1296	August 23, 2024 10:44 pm 	প্যারালিম্পিক নিয়ে বাড়তি চাপ নয়, টোকিওর পর প্যারিসেও পদকজয়ে আশাবাদী অবনী	Positive
BN/INDIA/1393	May 14, 2025 7:47 pm 	সবার আগে দেশ, ‘গদ্দার’ তুরস্কের বিশ্ববিদ্যালয়ের সঙ্গে চুক্তি বাতিল জেএনইউ-র	Negative
BN/SPORTS_OTHERS/1088	February 3, 2025 4:03 pm 	জাতীয় গেমসে ২০০ মিটারের পর ১০০ মিটার ব্যাক স্ট্রোকেও সোনা, সৌবৃতির নজরে হ্যাটট্রিক	Positive
BN/CRICKET/1127	May 18, 2025 5:17 pm 	‘একটা সময় খেলার পর টাকা গুনতাম আমরা’, বিরাটকে নিয়ে আবেগতাড়িত ইশান্ত শর্মা	Positive
BN/CINEMA/1023	May 25, 2025 8:05 pm 	মুম্বইয়ের কনসার্টে সেনা জওয়ানদের বিশেষ সম্মান, কী করলেন শ্রেয়া?	Positive
BN/KOLKATA/1445	April 21, 2025 1:42 pm 	জগন্নাথ মন্দির উদ্বোধনের দিন কাঁথিতে সনাতনী হিন্দু সভা, পুলিশের অনুমতি না পেয়ে হাই কোর্টে শুভেন্দু	Negative
BN/WORLD/1290	April 27, 2025 12:35 pm 	সিন্ধু চুক্তি বাতিল হতেই বিতস্তার জলে ভাসল PoK! ভারতের ‘জল সন্ত্রাস’, তোপ পাকিস্তানের	Negative
BN/BENGAL/1528	May 4, 2025 4:14 pm 	লক্ষ্য নারী সুরক্ষা নিশ্চিত করা, বিশেষ অ্যাপ তৈরি করে তাক লাগাল বোলপুরের নাবালক	Positive
BN/WORLD/1208	May 6, 2025 8:00 pm 	ভিন জগৎ ভ্যাটিকান! চূড়ান্ত গোপনীয়তায় শুরু পরবর্তী পোপ বাছাইয়ের পর্ব	Neutral
BN/FOOTBALL/1141	April 14, 2025 3:46 pm 	মোহনবাগানের দ্বিমুকুট জয়ের রেশ লখনউয়েও, পন্থরা নামার আগে সবুজ-মেরুন রঙে স্বাগত গোয়েঙ্কাকে	Positive
